profile,nr_reactions,nr_comments,nr_shares,comments/post,post_interaction_rate,engagement,nr_likes,post_id,followers,post_type
six flags great america/hurricane harbor,309,157,79,240,"8,31E+11",831000000000.0,240,10583866355_10159254147301356,733000,1
acn - america's coaster network,18,6,5,6,0.017139479905437353,0.0171394799054373,16,111078814744_896804081422504,4000,1
busch gardens tampa bay,417,39,24,50,"7,32E+11",732000000000.0,335,68181225238_10160381555775239,692000,1
happy hollow park & zoo,5,0,5,0,"2,61E+12",2610000000000.0,4,132942835175_599966252160214,39000,1
wild adventures theme park,179,290,619,381,0.006609411263468287,0.0066094112634682,154,84679583132_618639870309199,66,1
cedar point,170,6,140,6,"2,02E+12",2020000000000.0,151,10625691462_10159477133356463,1500000,1
sea life park,10,0,0,0,"3,87E+11",387000000000.0,9,105015532870022_559575009609031,26000,1
busch gardens tampa bay,1368,170,203,238,0.002697141834772107,0.0026971418347721,1125,68181225238_10160381409140239,692000,2
skypark at santa's village,36,2,2,3,"7,41E+11",741000000000.0,33,653315854781004_533946698919472,57000,1
busch gardens williamsburg,105,11,10,15,"1,84E+12",1840000000000.0,85,18543728314_10159538379913315,690000,1
walt disney animation studios,1069,61,78,94,"9,69E+10",96900000000.0,822,23245476854_10160264258106855,12000000,1
six flags darien lake,65,6,1,8,"3,22E+11",322000000000.0,52,9596249636_2478123275685027,226000,1
walt disney world,4670,857,849,1649,"4,11E+11",411000000000.0,3581,155669083273_10161901057498274,16000000,1
happy hollow park & zoo,4,0,1,0,"1,30E+12",1300000000000.0,3,132942835175_599910132165826,39000,1
walt disney animation studios,301,9,29,9,"2,65E+10",26500000000.0,234,23245476854_10160264118576855,12000000,2
california's great america,31,1,10,1,"1,60E+11",160000000000.0,30,28442453154_10159972324003155,262000,1
silverwood theme park,119,12,14,16,"3,93E+12",3930000000000.0,100,762701550509617_5979647242148329,381000,1
lake compounce,970,109,163,189,0.008161098352964417,0.0081610983529644,811,80018245271_612346684261857,166000,1
six flags discovery kingdom,42,3,3,3,"1,80E+11",180000000000.0,37,59636827742_607116654784140,275000,1
walt disney studios (us),434,13,44,14,"1,32E+11",132000000000.0,369,111382562236411_9164266793614564,16000000,1
west edmonton mall,137,7,7,15,"8,73E+11",873000000000.0,126,207298682218_608009904706779,189464,1
walt disney studios (us),5516,206,923,262,"1,79E+12",1790000000000.0,4648,111382562236411_9164246130283297,16000000,2
wild adventures theme park,53,4,4,4,"3,42E+12",3420000000000.0,41,84679583132_618540146985838,66,1
playland park,245,16,23,19,0.006278026905829596,0.0062780269058295,200,8119908863_606396248198851,47000,1
six flags great adventure,296,20,13,38,"3,09E+11",309000000000.0,264,69421318512_10159259382308513,1100000,1
hersheypark,536,19,34,42,"7,21E+11",721000000000.0,467,16994689356_10160788211344357,854000,1
seaworld orlando,89,15,33,15,"5,99E+11",599000000000.0,71,1782696285170057_6161436803962628,267000,2
castles & coasters,1,1,0,1,"8,05E+11",805000000000.0,1,252289045458198_596205535863634,2300,1
playland,5,0,2,0,"2,15E+11",215000000000.0,4,170865866397863_2476529845831442,23000,1
wild adventures theme park,66,7,9,12,"4,88E+11",488000000000.0,58,84679583132_618390780334108,66,1
disneyland paris,1596,77,31,131,"3,36E+11",336000000000.0,1226,652389081615295_2247237232130464,5200000,1
kings island,169,61,7,67,"3,58E+11",358000000000.0,143,155893938367_10162469608278368,692000,1
happy hollow park & zoo,11,1,5,1,"4,43E+12",4430000000000.0,8,132942835175_599537842203055,39000,2
happy hollow park & zoo,50,1,5,1,0.0014607298432323865,0.0014607298432323,33,132942835175_599537802203059,39000,1
playland,3,0,0,0,"9,24E+09",9240000000.0,3,170865866397863_2476119495872477,23000,2
canada's wonderland,220,22,27,46,"3,45E+11",345000000000.0,190,95469803923_10159926356113924,837016,2
six flags over georgia & hurricane harbor,63,15,7,20,"1,85E+12",1850000000000.0,52,34284255238_596952499134383,479000,1
belmont park,23,1,2,1,"5,24E+11",524000000000.0,19,83231004302_10160165665824303,51000,1
six flags great adventure,108,4,9,4,"1,08E+12",1080000000000.0,86,69421318512_10159258383798513,1100000,1
sesame place san diego,11,1,1,1,"6,91E+11",691000000000.0,9,116946949686332_692705892865127,29000,2
adventure city,290,15,31,16,0.00977349844842087,0.0097734984484208,258,155862431097096_609564254531066,35000,3
six flags discovery kingdom,16,0,0,0,"6,01E+10",60100000000.0,14,59636827742_606722171490255,275000,1
seaworld san diego,44,4,9,6,"5,50E+11",550000000000.0,33,426111667814056_1616433875448490,127000,2
six flags over georgia & hurricane harbor,33,0,3,0,"7,39E+10",73900000000.0,29,34284255238_1161714887856719,479000,1
walt disney animation studios,1973,28,178,32,"1,71E+12",1710000000000.0,1462,23245476854_10160262794916855,12000000,1
six flags great america/hurricane harbor,77,6,3,15,"1,26E+12",1260000000000.0,65,10583866355_201163165989983,733000,1
wild adventures theme park,72,161,972,223,0.007103969139505806,0.0071039691395058,54,84679583132_618129793693540,66,1
busch gardens williamsburg,28,1,13,1,"5,94E+11",594000000000.0,26,18543728314_10159536844238315,690000,3
skypark at santa's village,15,0,0,0,"2,71E+11",271000000000.0,14,653315854781004_533448658969276,57000,1
seaworld san diego,47,8,6,11,"5,97E+11",597000000000.0,40,426111667814056_1616404588784752,127000,1
six flags great escape and hurricane harbor,23,0,0,0,"2,79E+12",2790000000000.0,18,51613191805_5647059482066665,84000,1
enchanted island amusement park,25,2,0,2,0.0019343745522281128,0.0019343745522281,25,120659204674179_551955090353377,15000,3
cedar point,308,70,43,101,"2,89E+12",2890000000000.0,259,10625691462_10159475305956463,1500000,1
lake compounce,463,48,21,97,0.0035870840279064024,0.0035870840279064,376,80018245271_611790960984096,166000,1
six flags magic mountain,78,6,6,9,"1,41E+11",141000000000.0,66,67502107124_967204674282604,660000,1
six flags great adventure,58,1,2,1,"5,42E+11",542000000000.0,49,69421318512_1239944616619937,1100000,1
sea life park,20,0,1,0,"8,13E+11",813000000000.0,17,105015532870022_559073452992520,26000,1
knott's berry farm,616,14,96,14,0.0011425513833370055,0.001142551383337,456,10286130875_10158985444110876,637000,1
six flags,42,0,6,0,"1,04E+11",104000000000.0,39,8696281132_158521183511518,4400000,1
silverwood theme park,156,13,37,16,"5,51E+11",551000000000.0,137,762701550509617_5976843125762074,381000,2
happy hollow park & zoo,57,1,2,1,0.0015651085141903172,0.0015651085141903,36,132942835175_599396068883899,39000,1
six flags great escape and hurricane harbor,267,11,19,16,0.003659231076807503,0.0036592310768075,228,51613191805_10159060010401806,84000,1
acn - america's coaster network,7,2,0,2,0.005319148936170213,0.0053191489361702,7,111078814744_896198028149776,4000,1
wild adventures theme park,34,0,0,0,"1,91E+11",191000000000.0,29,84679583132_618020373704482,66,1
big kahuna's nj,8,0,5,0,"7,34E+10",73400000000.0,7,26451078324_600923768740065,181000,1
west edmonton mall,185,95,123,162,0.002580234307234538,0.0025802343072345,169,207298682218_607440038097099,189464,1
hersheypark,353,44,24,100,"5,62E+10",56200000000.0,306,16994689356_10160786344054357,854000,1
seaworld orlando,103,12,23,23,"6,51E+10",65100000000.0,77,1782696285170057_6158468487592793,267000,2
wild adventures theme park,53,5,2,6,"3,42E+11",342000000000.0,45,84679583132_617989540374232,66,1
playland,1,0,0,0,"3,08E+10",30800000000.0,1,170865866397863_2475973785887048,23000,1
busch gardens tampa bay,129,10,11,19,"2,37E+12",2370000000000.0,118,68181225238_10160379314815239,692000,1
marineland,85,0,28,0,0.0012931873061649557,0.0012931873061649,73,108249372532899_593245989502074,22000,1
playland,4,0,0,0,"1,23E+11",123000000000.0,4,170865866397863_2475879625896464,23000,1
six flags darien lake,63,15,3,35,"4,40E+11",440000000000.0,53,9596249636_10160624079249637,226000,3
wild adventures theme park,58,9,6,12,"4,26E+12",4260000000000.0,45,84679583132_617854357054417,66,1
disneyland paris,198,11,3,22,"4,26E+10",42600000000.0,149,652389081615295_2246604078860446,5200000,1
acn - america's coaster network,1,0,0,0,"5,91E+10",59100000000.0,1,111078814744_895882034848042,4000,1
six flags great adventure,79,5,11,7,"8,63E+10",86300000000.0,61,69421318512_10159256830933513,1100000,1
belmont park,11,0,2,0,"2,62E+12",2620000000000.0,9,83231004302_10160164147364303,51000,1
belmont park,5,0,0,0,"1,01E+12",1010000000000.0,3,83231004302_10160164143509303,51000,1
six flags great escape and hurricane harbor,78,20,1,22,0.0012238567239415458,0.0012238567239415,65,51613191805_10159058775091806,84000,1
happy hollow park & zoo,27,0,3,0,"7,83E+11",783000000000.0,7,132942835175_598923545597818,39000,2
kings island,195,14,36,27,"3,81E+11",381000000000.0,149,155893938367_10162466996983368,692000,1
west edmonton mall,65,66,6,82,"8,40E+11",840000000000.0,65,207298682218_607036748137428,189464,1
wild adventures theme park,32,3,3,3,"2,13E+12",2130000000000.0,27,84679583132_617595010413685,66,1
canada's wonderland,1338,58,155,85,0.0018608205298739524,0.0018608205298739,937,95469803923_10159924542753924,837016,1
walt disney animation studios,5948,119,630,158,"5,26E+11",526000000000.0,4303,23245476854_10160261213246855,12000000,1
quassy amusement & waterpark,11,2,4,4,"5,12E+11",512000000000.0,6,38328744398_609802661179556,39000,1
silverwood theme park,35,1,4,1,"1,05E+10",10500000000.0,32,762701550509617_243422918155128,381000,1
skypark at santa's village,37,0,1,0,"6,87E+11",687000000000.0,30,653315854781004_532960192351456,57000,1
sea life park,14,2,1,2,"6,58E+11",658000000000.0,12,105015532870022_558611886372010,26000,1
six flags discovery kingdom,30,1,0,2,"1,20E+12",1200000000000.0,21,59636827742_606062658222873,275000,1
seaworld san diego,38,3,10,4,"4,85E+11",485000000000.0,32,426111667814056_1615860158839195,127000,2
sesame place san diego,32,7,1,7,0.002125737365148536,0.0021257373651485,25,116946949686332_691846396284410,29000,1
happy hollow park & zoo,56,2,1,2,0.0015391438186419012,0.0015391438186419,35,132942835175_598856262271213,39000,1
silverwood theme park,31,1,9,1,"1,08E+12",1080000000000.0,31,762701550509617_5973900016056385,381000,1
lake compounce,289,17,77,25,0.002414146528197972,0.0024141465281979,258,80018245271_611050981058094,166000,1
santa cruz beach boardwalk,283,12,19,18,"7,74E+11",774000000000.0,243,40035168377_10162724062193378,400000,1
gilroy gardens,67,4,2,6,"9,48E+11",948000000000.0,60,122943674395623_596613665836951,83000,1
playland,3,0,0,0,"9,24E+09",9240000000.0,3,170865866397863_2475384992612594,23000,1
centreville amusement park,42,5,12,5,0.0033673877061811542,0.0033673877061811,34,117784088239988_604959948336663,17000,1
gilroy gardens,24,3,2,3,"3,67E+12",3670000000000.0,18,122943674395623_596572039174447,83000,1
busch gardens williamsburg,395,64,77,105,"8,16E+10",81600000000.0,309,18543728314_10159534857063315,690000,1
busch gardens tampa bay,901,36,41,49,0.0014778317777078545,0.0014778317777078,860,68181225238_10160377645710239,692000,1
hersheypark,296,29,42,64,"4,74E+12",4740000000000.0,260,16994689356_10160784384139357,854000,1
wild adventures theme park,14,3,4,3,"1,18E+10",11800000000.0,12,84679583132_617453940427792,66,3
walt disney studios (us),25479,1450,5506,2245,"8,90E+11",890000000000.0,17119,111382562236411_9152680524773191,16000000,2
disneyland,1686,159,170,305,"1,26E+12",1260000000000.0,1276,11081890741_10160957739640742,16000000,1
seaworld orlando,224,12,25,19,0.001171497637334056,0.001171497637334,201,1782696285170057_6155361177903524,267000,1
wild adventures theme park,28,2,3,2,"1,85E+12",1850000000000.0,25,84679583132_1454470758659544,66,1
playland,8,0,0,0,"2,46E+11",246000000000.0,8,170865866397863_2475219635962463,23000,1
wild adventures theme park,58,3,9,5,"4,04E+11",404000000000.0,47,84679583132_10159473328348133,66,1
disneyland paris,148,42,7,57,"4,05E+10",40500000000.0,128,652389081615295_2246031572251030,5200000,1
castles & coasters,0,0,0,0,0.0,0.0,0,252289045458198_594920445992143,2300,2
six flags discovery kingdom,28,1,1,1,"1,13E+12",1130000000000.0,23,59636827742_605658121596660,275000,1
busch gardens williamsburg,161,8,16,19,"2,77E+12",2770000000000.0,143,18543728314_10159533563208315,690000,1
six flags magic mountain,80,3,19,3,"1,55E+11",155000000000.0,66,67502107124_10161346753612125,660000,1
wild adventures theme park,26,3,3,4,"1,85E+12",1850000000000.0,23,84679583132_10159472357183133,66,1
pacific park,14,0,3,0,"3,04E+11",304000000000.0,14,61119627598_606417091534040,55000,1
sea life park,8,0,0,0,"3,10E+12",3100000000000.0,8,105015532870022_558119249754607,26000,2
quassy amusement & waterpark,23,0,1,0,"6,47E+11",647000000000.0,22,38328744398_609257177900771,39000,1
sesame place san diego,85,7,6,12,0.005476684213324826,0.0054766842133248,62,116946949686332_691133083022408,29000,1
happy hollow park & zoo,74,2,2,3,0.0020612101129751873,0.0020612101129751,41,132942835175_598325465657626,39000,1
silverwood theme park,113,52,12,73,"5,22E+11",522000000000.0,99,762701550509617_5969998986446488,381000,1
knott's berry farm,343,14,28,14,"6,06E+11",606000000000.0,292,10286130875_10158982021525876,637000,1
playland,4,0,0,0,"1,23E+11",123000000000.0,4,170865866397863_2472962759521484,23000,2
santa cruz beach boardwalk,1045,33,370,42,0.0035253951854280438,0.003525395185428,880,40035168377_10162721498518378,400000,1
enchanted island amusement park,25,1,1,1,0.0019347903977069152,0.0019347903977069,21,120659204674179_550912887124264,15000,1
six flags discovery kingdom,72,2,5,2,"2,97E+12",2970000000000.0,63,59636827742_605467844949021,275000,1
canada's wonderland,186,11,39,14,"2,82E+11",282000000000.0,153,95469803923_10159922437433924,837016,3
six flags over georgia & hurricane harbor,65,9,14,19,"2,01E+11",201000000000.0,54,34284255238_10160375831635239,479000,1
centreville amusement park,23,3,0,3,0.0014838488756991211,0.0014838488756991,20,117784088239988_604270185072306,17000,1
seaworld san diego,64,2,5,6,"7,00E+11",700000000000.0,51,426111667814056_1615250378900173,127000,1
wild adventures theme park,111,6,12,7,"7,29E+11",729000000000.0,71,84679583132_10159472011983133,66,1
canada's wonderland,254,29,56,44,"4,17E+12",4170000000000.0,212,95469803923_10159922312433924,837016,1
seaworld orlando,182,5,8,5,"8,53E+11",853000000000.0,153,1782696285170057_6152555388184103,267000,1
six flags darien lake,126,25,7,26,"6,92E+11",692000000000.0,116,9596249636_10160620700054637,226000,1
legoland california,202,5,11,11,"3,45E+12",3450000000000.0,177,143631389003522_6485525281480736,650000,1
busch gardens tampa bay,305,17,86,25,"6,20E+11",620000000000.0,204,68181225238_10160375521835239,692000,2
walt disney world,1635,109,447,237,"1,33E+12",1330000000000.0,1257,155669083273_10161891544068274,16000000,2
playland,8,0,0,0,"2,46E+11",246000000000.0,6,170865866397863_2474604232690670,23000,1
marineland,209,0,11,0,0.00251745050921158,0.0025174505092115,164,108249372532899_592156899610983,22000,1
playland,3,0,0,0,"9,24E+08",924000000.0,3,170865866397863_2474592242691869,23000,1
busch gardens williamsburg,261,22,19,38,"4,50E+12",4500000000000.0,213,18543728314_10159532631403315,690000,2
hersheypark,1156,53,80,103,0.0015780901220279696,0.0015780901220279,977,16994689356_10160782014309357,854000,1
wild adventures theme park,77,2,2,2,"4,54E+11",454000000000.0,64,84679583132_10159471496958133,66,1
disneyland paris,559,24,7,28,"1,13E+11",113000000000.0,438,652389081615295_2245409105646610,5200000,1
castles n coasters,21,5,1,7,0.016821345707656612,0.0168213457076566,14,103749684804771_688987266561029,2300,1
skypark at santa's village,98,6,4,6,0.0019525600231414522,0.0019525600231414,86,653315854781004_532008975779911,57000,1
wild adventures theme park,157,9,2,10,"9,48E+10",94800000000.0,132,84679583132_10159470825603133,66,1
six flags discovery kingdom,18,0,1,0,"7,14E+10",71400000000.0,16,59636827742_605063348322804,275000,3
six flags magic mountain,69,0,4,0,"1,11E+12",1110000000000.0,60,67502107124_10161344502917125,660000,1
wild adventures theme park,12,0,0,0,"6,73E+10",67300000000.0,10,84679583132_10159470635663133,66,3
happy hollow park & zoo,14,0,1,0,"3,91E+11",391000000000.0,14,132942835175_597759772380862,39000,1
kings island,223,20,57,32,"4,60E+12",4600000000000.0,172,155893938367_10162461996913368,692000,1
knott's berry farm,157,3,8,3,"2,64E+11",264000000000.0,128,10286130875_10158980577260876,637000,1
sea life park,19,0,0,0,"7,36E+11",736000000000.0,18,105015532870022_557601643139701,26000,1
happy hollow park & zoo,50,2,0,2,0.0013568521031207597,0.0013568521031207,41,132942835175_597717855718387,39000,1
